index,City,Date,Card Type,Exp Type,Gender,Amount,Customer_Age,Education_Level,Marital_Status
3116,"Greater Mumbai, India",29-May-14,Gold,Food,F,128806,52,High School,Single
3117,"Ahmedabad, India",24-Feb-14,Silver,Bills,M,61340,57,High School,Divorced
3118,"Greater Mumbai, India",05-Dec-13,Silver,Food,M,264160,36,High School,Married
3119,"Greater Mumbai, India",24-Dec-13,Platinum,Grocery,F,195388,42,College,Married
3120,"Delhi, India",07-Jul-14,Silver,Food,M,151637,52,Graduate,Married
3121,"Bengaluru, India",09-Jan-14,Gold,Fuel,M,182534,40,Graduate,Divorced
3122,"Delhi, India",09-Aug-14,Platinum,Bills,M,153560,40,College,Single
3123,"Bengaluru, India",06-Oct-13,Silver,Entertainment,F,153572,38,Unknown,Married
3124,"Greater Mumbai, India",21-Apr-14,Platinum,Fuel,M,191965,44,High School,Married
3125,"Bengaluru, India",03-Dec-13,Signature,Entertainment,M,30366,43,Graduate,Married
3126,"Bengaluru, India",03-Feb-15,Signature,Fuel,F,247677,45,Graduate,Married
3127,"Greater Mumbai, India",12-Feb-15,Silver,Entertainment,M,297742,34,Graduate,Single
3128,"Ahmedabad, India",09-Mar-15,Signature,Entertainment,F,174737,49,Unknown,Single
3129,"Delhi, India",12-May-15,Platinum,Food,M,292524,53,College,Divorced
3130,"Greater Mumbai, India",05-Nov-14,Gold,Food,F,61397,38,College,Single
3131,"Delhi, India",20-May-15,Gold,Fuel,M,188252,36,Graduate,Single
3132,"Greater Mumbai, India",04-Feb-14,Platinum,Fuel,M,71407,48,Unknown,Married
3133,"Greater Mumbai, India",16-Feb-14,Platinum,Grocery,M,286207,53,Uneducated,Single
3134,"Ahmedabad, India",23-Oct-14,Signature,Bills,M,109092,49,Uneducated,Married
3135,"Delhi, India",19-Jul-14,Silver,Fuel,F,52490,37,High School,Unknown
3136,"Delhi, India",09-Sep-14,Platinum,Food,F,217217,44,Graduate,Married
3137,"Ahmedabad, India",21-Nov-13,Gold,Bills,F,185396,42,Unknown,Single
3138,"Delhi, India",04-Dec-14,Gold,Fuel,F,89521,48,Unknown,Divorced
3139,"Delhi, India",29-May-14,Silver,Grocery,F,183922,60,Graduate,Single
3140,"Bengaluru, India",20-Feb-15,Signature,Food,M,282174,49,High School,Married
3141,"Greater Mumbai, India",06-Nov-14,Platinum,Bills,F,255407,37,High School,Single
3142,"Bengaluru, India",16-May-15,Silver,Bills,M,291273,57,Post-Graduate,Single
3143,"Bengaluru, India",05-Apr-15,Signature,Entertainment,F,145219,59,College,Unknown
3144,"Ahmedabad, India",22-Jan-14,Gold,Entertainment,M,212069,46,Uneducated,Single
3145,"Greater Mumbai, India",07-Apr-15,Gold,Bills,M,40502,39,Graduate,Single
3146,"Ahmedabad, India",14-Nov-13,Gold,Grocery,F,27102,40,Unknown,Married
3147,"Greater Mumbai, India",15-Jul-14,Signature,Food,M,18696,49,Unknown,Married
3148,"Bengaluru, India",25-Dec-14,Signature,Grocery,F,84745,53,Unknown,Single
3149,"Bengaluru, India",03-Mar-14,Gold,Grocery,F,143466,59,Graduate,Single
3150,"Delhi, India",03-Oct-14,Platinum,Bills,F,22077,63,High School,Single
3151,"Bengaluru, India",12-Oct-13,Silver,Grocery,M,2114,36,High School,Single
3152,"Bengaluru, India",26-Aug-14,Silver,Entertainment,F,187060,64,Graduate,Single
3153,"Greater Mumbai, India",26-May-14,Silver,Grocery,F,48203,39,Graduate,Married
3154,"Greater Mumbai, India",20-Feb-15,Gold,Food,F,71829,50,High School,Married
3155,"Greater Mumbai, India",05-Oct-14,Silver,Grocery,M,180038,38,Uneducated,Single
3156,"Ahmedabad, India",18-Mar-14,Signature,Bills,F,44348,45,Uneducated,Unknown
3157,"Ahmedabad, India",22-Dec-14,Gold,Food,F,69685,47,Graduate,Unknown
3158,"Bengaluru, India",15-Dec-14,Signature,Fuel,F,243582,54,High School,Single
3159,"Bengaluru, India",03-May-15,Silver,Fuel,M,175700,40,Graduate,Married
3160,"Ahmedabad, India",19-Nov-14,Platinum,Fuel,F,215084,52,High School,Single
3161,"Ahmedabad, India",21-Mar-14,Platinum,Bills,M,252844,63,Graduate,Single
3162,"Greater Mumbai, India",19-May-14,Silver,Fuel,F,271791,48,Graduate,Single
3163,"Greater Mumbai, India",22-Dec-14,Signature,Grocery,F,173083,46,College,Married
3164,"Delhi, India",14-Jul-14,Silver,Fuel,M,276169,52,High School,Single
3165,"Ahmedabad, India",28-Aug-14,Platinum,Food,M,124863,45,Graduate,Married
3166,"Delhi, India",05-May-15,Silver,Food,M,142273,48,Unknown,Married
3167,"Delhi, India",06-Oct-13,Platinum,Grocery,F,23276,59,Graduate,Married
3168,"Bengaluru, India",10-Jun-14,Signature,Fuel,F,290998,47,Uneducated,Divorced
3169,"Ahmedabad, India",11-Jan-15,Gold,Food,F,144791,55,College,Single
3170,"Ahmedabad, India",04-May-15,Platinum,Food,F,138000,53,Unknown,Married
3171,"Greater Mumbai, India",03-Oct-14,Platinum,Grocery,M,29551,41,Unknown,Single
3172,"Ahmedabad, India",21-Oct-14,Platinum,Food,F,156456,40,Graduate,Single
3173,"Ahmedabad, India",12-Aug-14,Platinum,Bills,F,6774,52,High School,Single
3174,"Ahmedabad, India",10-Nov-13,Platinum,Entertainment,F,291608,59,Graduate,Single
3175,"Ahmedabad, India",01-Apr-15,Silver,Grocery,M,153575,36,Uneducated,Married
3176,"Ahmedabad, India",29-Nov-13,Gold,Fuel,F,225187,59,Graduate,Single
3177,"Delhi, India",29-Jul-14,Gold,Bills,F,200994,41,High School,Married
3178,"Greater Mumbai, India",12-May-15,Gold,Entertainment,F,182481,38,Post-Graduate,Single
3179,"Greater Mumbai, India",16-May-15,Gold,Fuel,F,187152,44,High School,Single
3180,"Greater Mumbai, India",07-Jun-14,Signature,Food,F,98950,42,Uneducated,Single
3181,"Delhi, India",09-Sep-14,Gold,Fuel,M,135962,48,Graduate,Married
3182,"Delhi, India",28-Apr-14,Signature,Entertainment,F,277577,57,Unknown,Married
3183,"Ahmedabad, India",02-Jan-15,Platinum,Grocery,M,134885,34,Uneducated,Single
3184,"Bengaluru, India",12-Jan-15,Gold,Entertainment,M,226569,50,Uneducated,Single
3185,"Ahmedabad, India",14-Jan-15,Silver,Fuel,F,272999,41,Uneducated,Single
3186,"Bengaluru, India",26-Jun-14,Platinum,Food,M,166245,50,Graduate,Married
3187,"Bengaluru, India",20-Aug-14,Platinum,Food,F,73268,49,High School,Single
3188,"Greater Mumbai, India",31-Oct-14,Gold,Bills,F,47937,47,Unknown,Unknown
3189,"Delhi, India",28-Jan-15,Silver,Entertainment,M,95239,45,Graduate,Married
3190,"Greater Mumbai, India",07-May-15,Platinum,Food,M,16996,47,High School,Married
3191,"Greater Mumbai, India",12-May-15,Silver,Entertainment,F,4642,43,Graduate,Married
3192,"Ahmedabad, India",08-Mar-15,Silver,Entertainment,M,134949,39,Uneducated,Single
3193,"Ahmedabad, India",15-Oct-13,Platinum,Grocery,M,51765,36,Uneducated,Unknown
3194,"Delhi, India",07-Sep-14,Gold,Bills,M,250241,44,Unknown,Single
3195,"Ahmedabad, India",14-Mar-15,Signature,Grocery,M,239615,47,Unknown,Single
3196,"Greater Mumbai, India",13-Feb-15,Platinum,Grocery,M,103563,41,High School,Single
3197,"Ahmedabad, India",30-Apr-14,Signature,Bills,F,96088,42,Graduate,Married
3198,"Greater Mumbai, India",27-Dec-14,Gold,Entertainment,M,82000,48,Doctorate,Married
3199,"Greater Mumbai, India",05-Nov-13,Silver,Entertainment,M,161861,46,Graduate,Single
3200,"Ahmedabad, India",14-Mar-15,Gold,Entertainment,M,44081,46,Uneducated,Single
3201,"Ahmedabad, India",06-Apr-15,Silver,Grocery,M,146009,46,Graduate,Married
3202,"Bengaluru, India",09-Dec-14,Signature,Bills,M,119595,52,Uneducated,Divorced
3203,"Delhi, India",24-Nov-13,Platinum,Grocery,M,144677,56,Uneducated,Divorced
3204,"Ahmedabad, India",13-Dec-14,Signature,Bills,F,14004,38,Unknown,Married
3205,"Delhi, India",19-Mar-15,Gold,Grocery,M,190662,41,High School,Single
3206,"Ahmedabad, India",11-May-15,Signature,Entertainment,M,251307,51,Graduate,Married
3207,"Greater Mumbai, India",30-Nov-14,Signature,Grocery,M,102407,26,Unknown,Unknown
3208,"Delhi, India",02-Nov-13,Gold,Food,M,135150,51,Graduate,Married
3209,"Delhi, India",25-May-15,Platinum,Bills,F,110862,41,Graduate,Single
3210,"Ahmedabad, India",07-Oct-14,Signature,Fuel,F,110230,57,Graduate,Unknown
3211,"Ahmedabad, India",18-Mar-14,Signature,Food,M,102510,44,Graduate,Married
3212,"Ahmedabad, India",18-Jan-15,Gold,Bills,M,179669,52,Uneducated,Married
3213,"Greater Mumbai, India",07-Aug-14,Silver,Fuel,F,258129,49,High School,Married
3214,"Greater Mumbai, India",14-Jan-15,Signature,Entertainment,F,244834,52,Unknown,Single
3215,"Delhi, India",27-Dec-14,Gold,Food,F,218036,44,Unknown,Divorced
3216,"Bengaluru, India",09-Dec-13,Platinum,Bills,M,43773,63,High School,Married
3217,"Ahmedabad, India",21-Oct-13,Gold,Entertainment,M,126336,44,College,Single
3218,"Bengaluru, India",22-Oct-14,Signature,Fuel,F,206379,53,Uneducated,Single
3219,"Bengaluru, India",15-Nov-13,Platinum,Bills,F,12909,47,Unknown,Married
3220,"Greater Mumbai, India",01-Nov-14,Platinum,Grocery,M,246276,49,Graduate,Married
3221,"Greater Mumbai, India",22-Dec-13,Signature,Entertainment,F,44095,35,High School,Unknown
3222,"Bengaluru, India",09-Dec-13,Platinum,Fuel,M,107309,45,College,Married
3223,"Delhi, India",30-Sep-14,Silver,Food,M,72515,45,Unknown,Married
3224,"Greater Mumbai, India",28-Mar-15,Platinum,Grocery,F,178405,36,College,Single
3225,"Delhi, India",26-Sep-14,Silver,Entertainment,M,47883,42,Post-Graduate,Married
3226,"Ahmedabad, India",14-Aug-14,Platinum,Fuel,F,188430,46,Graduate,Divorced
3227,"Delhi, India",07-Mar-14,Gold,Bills,M,28484,49,Uneducated,Married
3228,"Ahmedabad, India",31-Jan-14,Platinum,Bills,M,297691,50,High School,Divorced
3229,"Greater Mumbai, India",27-Aug-14,Silver,Entertainment,F,23526,57,Doctorate,Single
3230,"Ahmedabad, India",22-Nov-13,Platinum,Entertainment,M,202719,46,Graduate,Divorced
3231,"Greater Mumbai, India",11-Dec-13,Silver,Food,M,126909,55,High School,Divorced
3232,"Ahmedabad, India",21-Nov-14,Signature,Entertainment,M,69389,38,College,Single
3233,"Greater Mumbai, India",17-Aug-14,Signature,Fuel,F,190466,35,Graduate,Married
3234,"Greater Mumbai, India",14-Dec-13,Signature,Entertainment,F,172537,48,Doctorate,Married
3235,"Greater Mumbai, India",12-Feb-14,Gold,Fuel,M,118158,57,Graduate,Single
3236,"Delhi, India",19-Dec-13,Signature,Fuel,M,294302,55,Unknown,Single
3237,"Delhi, India",30-Oct-14,Signature,Fuel,M,243278,47,Graduate,Unknown
3238,"Bengaluru, India",25-Oct-13,Silver,Entertainment,F,30391,37,College,Single
3239,"Bengaluru, India",22-Jul-14,Platinum,Entertainment,F,256768,48,Uneducated,Married
3240,"Bengaluru, India",03-Mar-14,Silver,Entertainment,F,81879,49,High School,Married
3241,"Greater Mumbai, India",13-May-15,Gold,Bills,F,147108,49,Post-Graduate,Unknown
3242,"Greater Mumbai, India",10-Dec-14,Platinum,Fuel,M,44254,48,Graduate,Married
3243,"Bengaluru, India",14-Jun-14,Platinum,Fuel,F,236313,52,Graduate,Single
3244,"Bengaluru, India",16-Mar-15,Signature,Fuel,F,278217,44,Uneducated,Divorced
3245,"Delhi, India",01-Feb-15,Platinum,Entertainment,M,274762,41,Unknown,Married
3246,"Bengaluru, India",11-Jan-14,Signature,Entertainment,F,82450,51,Unknown,Single
3247,"Ahmedabad, India",09-Oct-14,Gold,Fuel,M,289876,45,Post-Graduate,Single
3248,"Ahmedabad, India",08-Mar-15,Silver,Food,F,113330,49,Unknown,Single
3249,"Ahmedabad, India",02-Feb-14,Gold,Grocery,F,26836,47,Unknown,Single
3250,"Greater Mumbai, India",01-Feb-15,Silver,Bills,F,252610,44,Graduate,Married
3251,"Delhi, India",21-Jan-15,Platinum,Bills,F,199924,42,Doctorate,Unknown
3252,"Bengaluru, India",16-Dec-14,Silver,Food,M,129481,62,Unknown,Single
3253,"Greater Mumbai, India",02-Feb-15,Signature,Fuel,F,44232,32,Unknown,Single
3254,"Bengaluru, India",28-Nov-14,Silver,Bills,F,150518,43,Graduate,Single
3255,"Greater Mumbai, India",29-Oct-13,Signature,Grocery,M,6676,62,Graduate,Single
3256,"Greater Mumbai, India",06-May-14,Gold,Bills,M,130308,46,Graduate,Married
3257,"Ahmedabad, India",16-Dec-13,Silver,Food,F,75866,62,Unknown,Single
3258,"Delhi, India",11-Mar-14,Silver,Grocery,M,166352,42,Graduate,Married
3259,"Greater Mumbai, India",25-Feb-14,Gold,Grocery,M,26426,39,College,Single
3260,"Greater Mumbai, India",15-Jun-14,Signature,Grocery,F,201558,59,Graduate,Single
3261,"Delhi, India",08-Aug-14,Gold,Entertainment,F,216588,43,Doctorate,Single
3262,"Bengaluru, India",07-Aug-14,Platinum,Food,M,291317,52,Unknown,Divorced
3263,"Delhi, India",13-Feb-15,Gold,Bills,F,108093,59,High School,Single
3264,"Bengaluru, India",20-Mar-15,Signature,Bills,F,51296,60,Unknown,Single
3265,"Ahmedabad, India",17-Feb-15,Silver,Food,F,222314,48,Uneducated,Divorced
3266,"Delhi, India",04-May-14,Platinum,Bills,F,257974,40,College,Divorced
3267,"Ahmedabad, India",05-Nov-14,Gold,Fuel,M,280938,55,College,Single
3268,"Bengaluru, India",05-May-14,Gold,Entertainment,F,277027,48,High School,Single
3269,"Greater Mumbai, India",25-Nov-13,Silver,Bills,M,27610,36,Doctorate,Single
3270,"Ahmedabad, India",18-Jun-14,Signature,Bills,M,65287,49,High School,Unknown
3271,"Bengaluru, India",06-Aug-14,Platinum,Grocery,F,51623,40,High School,Unknown
3272,"Delhi, India",15-Dec-14,Signature,Fuel,F,114310,54,Doctorate,Unknown
3273,"Greater Mumbai, India",23-Aug-14,Signature,Food,M,162826,40,Uneducated,Single
3274,"Bengaluru, India",01-Dec-13,Platinum,Grocery,M,174412,63,College,Single
3275,"Ahmedabad, India",09-Apr-14,Platinum,Bills,M,42636,44,Uneducated,Married
3276,"Bengaluru, India",16-Oct-13,Signature,Food,M,166199,44,High School,Married
3277,"Delhi, India",21-Jan-15,Gold,Grocery,F,277797,45,Unknown,Married
3278,"Ahmedabad, India",10-May-15,Silver,Bills,M,82961,36,College,Single
3279,"Ahmedabad, India",16-Feb-14,Gold,Entertainment,M,238551,45,Graduate,Single
3280,"Delhi, India",29-Apr-14,Signature,Grocery,F,254285,38,Unknown,Unknown
3281,"Greater Mumbai, India",23-Mar-15,Platinum,Grocery,M,2649,44,Uneducated,Single
3282,"Ahmedabad, India",22-Mar-15,Signature,Bills,M,73700,35,Doctorate,Single
3283,"Greater Mumbai, India",21-Oct-13,Signature,Grocery,F,269682,55,Graduate,Single
3284,"Greater Mumbai, India",29-Mar-14,Signature,Entertainment,M,208845,61,Graduate,Single
3285,"Ahmedabad, India",13-Jan-14,Silver,Entertainment,M,97501,43,Graduate,Married
3286,"Greater Mumbai, India",04-Jan-15,Platinum,Food,F,14726,40,Unknown,Single
3287,"Greater Mumbai, India",20-Oct-14,Silver,Bills,M,73401,51,High School,Single
3288,"Greater Mumbai, India",04-Mar-15,Signature,Food,F,186382,48,Unknown,Single
3289,"Bengaluru, India",01-Jan-14,Gold,Food,F,16354,64,Graduate,Single
3290,"Greater Mumbai, India",18-Mar-14,Silver,Bills,M,157663,49,Graduate,Married
3291,"Ahmedabad, India",30-Nov-13,Gold,Food,F,293483,54,Graduate,Single
3292,"Delhi, India",26-Mar-15,Gold,Grocery,F,255425,46,High School,Single
3293,"Bengaluru, India",25-Oct-14,Signature,Grocery,M,255450,34,Unknown,Single
3294,"Delhi, India",15-Feb-15,Silver,Grocery,F,264573,46,Graduate,Unknown
3295,"Ahmedabad, India",24-Apr-15,Silver,Grocery,M,221028,48,Uneducated,Married
3296,"Greater Mumbai, India",16-Apr-15,Silver,Fuel,M,108624,45,High School,Divorced
3297,"Delhi, India",14-May-15,Platinum,Entertainment,F,183892,65,Uneducated,Single
3298,"Bengaluru, India",02-Jul-14,Gold,Grocery,F,31789,45,Graduate,Single
3299,"Greater Mumbai, India",15-Mar-14,Silver,Entertainment,F,227071,40,Unknown,Single
3300,"Ahmedabad, India",17-Oct-14,Gold,Entertainment,F,154448,50,High School,Single
3301,"Ahmedabad, India",25-Apr-15,Signature,Entertainment,M,149145,40,Post-Graduate,Single
3302,"Bengaluru, India",26-Sep-14,Gold,Entertainment,F,127341,38,High School,Single
3303,"Ahmedabad, India",01-Apr-14,Gold,Grocery,F,145893,36,Graduate,Unknown
3304,"Delhi, India",13-Oct-13,Platinum,Bills,M,214795,54,High School,Single
3305,"Delhi, India",22-Oct-14,Signature,Fuel,M,76391,50,High School,Single
3306,"Greater Mumbai, India",12-Aug-14,Gold,Bills,F,209144,50,High School,Single
3307,"Ahmedabad, India",17-Dec-13,Gold,Grocery,F,207658,41,High School,Married
3308,"Bengaluru, India",15-Nov-13,Gold,Grocery,F,279816,46,Graduate,Married
3309,"Greater Mumbai, India",20-Dec-13,Silver,Food,M,164375,44,High School,Unknown
3310,"Greater Mumbai, India",09-Dec-13,Silver,Grocery,F,152697,50,Graduate,Single
3311,"Greater Mumbai, India",18-May-15,Gold,Bills,F,221489,45,Graduate,Single
3312,"Delhi, India",18-Apr-15,Platinum,Food,F,193146,40,College,Married
3313,"Ahmedabad, India",03-Mar-15,Platinum,Entertainment,M,184513,46,Uneducated,Married
3314,"Ahmedabad, India",14-May-15,Signature,Bills,F,242987,48,Unknown,Unknown
3315,"Bengaluru, India",03-Oct-14,Gold,Grocery,M,149807,47,High School,Married
3316,"Greater Mumbai, India",11-Dec-14,Signature,Grocery,F,80333,42,Graduate,Unknown
3317,"Bengaluru, India",27-Nov-14,Silver,Food,F,143950,43,Graduate,Unknown
3318,"Greater Mumbai, India",31-Mar-15,Silver,Fuel,F,99447,49,Graduate,Unknown
3319,"Ahmedabad, India",26-Feb-14,Platinum,Entertainment,F,191745,46,Graduate,Married
3320,"Delhi, India",04-Oct-14,Signature,Entertainment,M,14443,41,Unknown,Married
3321,"Delhi, India",02-Mar-14,Silver,Grocery,F,215732,45,Graduate,Divorced
3322,"Greater Mumbai, India",15-Nov-14,Gold,Food,F,123123,40,Graduate,Married
3323,"Ahmedabad, India",10-Oct-13,Signature,Food,F,93503,40,Graduate,Married
3324,"Greater Mumbai, India",03-Nov-13,Platinum,Bills,F,149424,49,Graduate,Married
3325,"Bengaluru, India",17-Aug-14,Platinum,Entertainment,M,148444,51,Uneducated,Single
3326,"Ahmedabad, India",15-Aug-14,Signature,Food,M,14646,43,Graduate,Single
3327,"Ahmedabad, India",19-Jan-14,Platinum,Fuel,F,289454,45,Graduate,Single
3328,"Greater Mumbai, India",03-Jan-15,Signature,Bills,M,103578,38,College,Single
3329,"Bengaluru, India",04-Nov-14,Gold,Food,M,206125,40,Uneducated,Married
3330,"Bengaluru, India",26-Jul-14,Gold,Food,F,93631,49,College,Divorced
3331,"Greater Mumbai, India",29-Jan-14,Silver,Entertainment,M,295591,45,Graduate,Unknown
3332,"Delhi, India",05-Dec-13,Signature,Food,M,38701,63,Graduate,Single
3333,"Bengaluru, India",06-Nov-14,Signature,Food,F,214247,43,Graduate,Single
3334,"Bengaluru, India",23-May-14,Signature,Grocery,F,160916,50,High School,Single
3335,"Ahmedabad, India",25-Feb-15,Signature,Bills,M,286859,47,High School,Married
3336,"Greater Mumbai, India",02-Jun-14,Signature,Bills,F,253952,63,Graduate,Single
3337,"Delhi, India",17-Jun-14,Gold,Bills,F,200521,30,Post-Graduate,Divorced
3338,"Delhi, India",26-Jan-14,Platinum,Food,M,16190,41,Doctorate,Single
3339,"Delhi, India",13-Jan-15,Silver,Entertainment,M,177984,38,Graduate,Single
3340,"Ahmedabad, India",19-Jan-15,Signature,Grocery,F,1024,44,High School,Married
3341,"Delhi, India",23-Feb-14,Signature,Fuel,M,125983,50,Uneducated,Married
3342,"Greater Mumbai, India",26-Sep-14,Signature,Bills,M,295065,50,Unknown,Married
3343,"Delhi, India",17-Jun-14,Silver,Fuel,M,185288,46,College,Single
3344,"Greater Mumbai, India",17-Jan-15,Gold,Grocery,M,267904,51,Unknown,Married
3345,"Delhi, India",05-Apr-15,Silver,Fuel,F,252743,53,Graduate,Single
3346,"Greater Mumbai, India",13-Aug-14,Silver,Bills,F,5252,40,Unknown,Married
3347,"Bengaluru, India",11-May-15,Gold,Fuel,F,83047,49,Unknown,Married
3348,"Bengaluru, India",23-Oct-13,Gold,Entertainment,F,127212,54,Post-Graduate,Divorced
3349,"Delhi, India",28-Jan-14,Silver,Grocery,M,86059,50,College,Married
3350,"Bengaluru, India",20-Mar-14,Silver,Bills,M,28223,45,Unknown,Single
3351,"Bengaluru, India",03-Aug-14,Gold,Fuel,F,45014,46,High School,Unknown
3352,"Delhi, India",22-Mar-15,Signature,Fuel,F,105560,51,Graduate,Married
3353,"Delhi, India",29-Jan-14,Gold,Grocery,F,150501,63,High School,Single
3354,"Ahmedabad, India",11-Jan-15,Silver,Fuel,F,10396,54,Graduate,Divorced
3355,"Bengaluru, India",19-Oct-14,Platinum,Entertainment,M,63889,51,Uneducated,Married
3356,"Greater Mumbai, India",30-Jul-14,Platinum,Bills,F,17794,60,Graduate,Single
3357,"Greater Mumbai, India",27-Jun-14,Platinum,Food,F,55271,30,Unknown,Single
3358,"Delhi, India",13-Apr-15,Gold,Fuel,M,91748,44,Uneducated,Divorced
3359,"Greater Mumbai, India",10-Oct-14,Gold,Entertainment,F,104041,33,Graduate,Divorced
3360,"Delhi, India",12-Nov-14,Signature,Bills,M,158070,40,Uneducated,Unknown
3361,"Bengaluru, India",26-Dec-14,Silver,Grocery,M,64911,52,College,Married
3362,"Ahmedabad, India",15-Dec-14,Gold,Bills,F,52112,39,Graduate,Single
3363,"Delhi, India",21-Oct-13,Platinum,Entertainment,F,49877,51,Unknown,Single
3364,"Greater Mumbai, India",22-Oct-14,Gold,Bills,F,290096,51,Graduate,Single
3365,"Bengaluru, India",28-Nov-14,Gold,Food,F,30299,46,College,Single
3366,"Bengaluru, India",18-Apr-14,Signature,Grocery,M,274194,44,Graduate,Married
3367,"Delhi, India",16-Nov-13,Signature,Grocery,F,202325,62,Doctorate,Single
3368,"Greater Mumbai, India",31-Aug-14,Platinum,Bills,F,143610,53,Uneducated,Single
3369,"Bengaluru, India",05-May-14,Signature,Bills,M,27039,47,Graduate,Married
3370,"Bengaluru, India",06-Feb-15,Silver,Grocery,F,129489,45,Graduate,Married
3371,"Greater Mumbai, India",15-Jul-14,Gold,Entertainment,M,112476,42,Graduate,Single
3372,"Ahmedabad, India",21-Oct-13,Gold,Bills,F,195523,47,Graduate,Married
3373,"Delhi, India",09-Nov-14,Signature,Food,F,285086,41,Graduate,Single
3374,"Delhi, India",15-Apr-15,Signature,Bills,M,101934,46,Unknown,Married
3375,"Greater Mumbai, India",03-Apr-15,Silver,Fuel,F,133592,36,Unknown,Single
3376,"Ahmedabad, India",05-May-14,Silver,Food,M,78729,47,Doctorate,Married
3377,"Ahmedabad, India",13-Mar-15,Platinum,Grocery,F,209870,56,High School,Single
